,datetime_local,cloud_cover,apparent_temperature,temperature,humidity,dew_point,wind_bearing,wind_speed,wind_gust,pressure,uv_index,ozone,precip_intensity,precip_probability,visibility,precip_type_-9999,precip_type_-9999.,precip_type_rain,icon_Breezy and Foggy,icon_Clear,icon_Foggy,icon_Humid,icon_Humid and Foggy,icon_Humid and Mostly Cloudy,icon_Humid and Overcast,icon_Humid and Partly Cloudy,icon_Light Rain,icon_Light Rain and Humid,icon_Mostly Cloudy,icon_Overcast,icon_Partly Cloudy,icon_Possible Drizzle and Humid,icon_Possible Light Rain,icon_Possible Light Rain and Humid,icon_Rain,icon_Rain and Humid,week_of_year,pahar,lead_15Mins,lead_30Mins,lead_45Mins,lead_60Mins
8158,2019-02-15 11:00:00,0.02,18.04,18,1,14.71,9,2.62,3.76,1017.82,5,261.5,0.02,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2.47,2.13,1.66,1.67
8159,2019-02-15 12:00:00,0.02,19.45,19,1,15.08,6,3.08,4.42,1017.58,7,261.8,0.02,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1.62,1.93,2.12,2.18
8160,2019-02-15 13:00:00,0.03,20.49,20,1,14.98,9,3.13,4.3,1016.94,7,261.3,0.01,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2.67,2.9,2.91,4.07
8161,2019-02-15 14:00:00,0.04,21.23,21,1,14.59,9,3.14,4.1,1016.25,6,260.7,0.01,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4.47,5.82,4.63,3.47
8162,2019-02-15 15:00:00,0.04,21.56,22,1,14.08,0,3.28,4.24,1015.77,4,259.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1.86,1.68,2.06,2.79
8163,2019-02-15 16:00:00,0.04,21.52,22,1,13.42,344,3.56,4.71,1015.5,2,259.1,0.01,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5.2,3.84,2.08,2.21
8164,2019-02-15 17:00:00,0.04,20.91,21,1,12.65,334,3.82,4.66,1015.42,1,258.1,0.01,0.02,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1.58,0.82,0.33,0.0
8165,2019-02-15 18:00:00,0.04,19.79,20,1,12.32,334,3.86,4.52,1015.74,0,257.3,0.01,0.01,16.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0.0,0.0,0.0,0.0
8177,2019-02-16 06:00:00,0.0,10.6,11,1,8.09,297,2.62,3.77,1017.67,0,248.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0
8178,2019-02-16 07:00:00,0.0,10.68,11,1,8.53,300,2.78,4.33,1018.34,0,248.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.0,0.17,0.36,0.59
8179,2019-02-16 08:00:00,0.0,11.27,11,1,9.12,307,2.96,4.88,1019.26,0,247.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.88,1.35,1.6,1.96
8180,2019-02-16 09:00:00,0.0,12.63,13,1,9.77,312,3.12,5.2,1019.95,2,247.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2.19,2.35,2.61,2.71
8181,2019-02-16 10:00:00,0.0,14.78,15,1,10.53,318,3.27,5.29,1020.11,4,247.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3.02,3.85,3.6,4.98
8182,2019-02-16 11:00:00,0.0,17.01,17,1,11.09,324,3.37,5.11,1020.19,6,246.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4.74,5.7,6.62,10.52
8183,2019-02-16 12:00:00,0.0,18.7,19,1,11.18,328,3.5,4.71,1019.9,7,245.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9.84,13.61,15.17,14.88
8184,2019-02-16 13:00:00,0.0,19.98,20,1,10.84,330,3.72,4.24,1019.04,8,244.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14.84,13.75,14.0,13.85
8185,2019-02-16 14:00:00,0.0,20.88,21,1,10.36,330,3.92,3.99,1018.12,7,242.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12.75,11.59,11.6,7.42
8186,2019-02-16 15:00:00,0.0,21.32,21,0,9.94,329,4.04,4.04,1017.47,5,241.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6.68,8.21,5.79,4.25
8187,2019-02-16 16:00:00,0.0,21.39,21,0,9.48,328,4.06,4.16,1017.04,2,239.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3.71,3.5,2.52,1.95
8188,2019-02-16 17:00:00,0.0,20.64,21,1,9.71,332,3.42,3.62,1016.97,1,238.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1.1,0.58,0.26,0.0
8189,2019-02-16 18:00:00,0.0,19.34,19,1,10.02,338,2.71,2.99,1017.2,0,237.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0.0,0.0,0.0,0.0
8201,2019-02-17 06:00:00,0.0,10.87,11,1,8.04,289,2.33,3.1,1016.09,0,237.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0
8202,2019-02-17 07:00:00,0.0,11.37,11,1,8.56,287,2.94,3.98,1016.55,0,237.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.22,0.89,1.84,2.71
8203,2019-02-17 08:00:00,0.0,12.35,12,1,8.97,286,3.53,4.86,1017.2,0,238.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2.48,3.37,2.85,5.6
8204,2019-02-17 09:00:00,0.0,14.04,14,1,9.22,289,3.9,5.4,1017.68,2,238.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,8.33,10.72,6.78,11.24
8205,2019-02-17 10:00:00,0.0,16.4,16,1,9.55,294,4.03,5.63,1017.75,4,238.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,12.81,13.48,14.02,12.8
8206,2019-02-17 11:00:00,0.0,18.87,19,1,9.78,300,4.11,5.74,1017.57,6,239.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5.98,15.51,14.49,16.27
8207,2019-02-17 12:00:00,0.04,20.64,21,0,9.62,305,4.21,5.71,1016.98,7,239.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,15.04,9.06,9.13,14.08
8208,2019-02-17 13:00:00,0.14,21.67,22,0,8.99,309,4.27,5.46,1015.88,7,238.3,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,3,16.54,16.26,15.58,15.17
8209,2019-02-17 14:00:00,0.23,22.22,22,0,8.19,311,4.22,5.11,1014.73,6,237.4,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,3,14.69,14.15,13.35,12.83
8210,2019-02-17 15:00:00,0.26,22.42,22,0,7.52,311,3.92,4.78,1013.79,4,236.8,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,4,11.69,10.7,9.13,8.66
8211,2019-02-17 16:00:00,0.22,22.45,22,0,6.95,309,3.36,4.47,1013.18,2,236.7,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,4,7.47,4.44,1.94,2.98
8212,2019-02-17 17:00:00,0.17,21.75,22,0,6.23,309,2.42,3.5,1012.99,1,237.7,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,4,0.86,0.66,0.33,0.0
8213,2019-02-17 18:00:00,0.12,20.4,20,0,5.4,315,1.64,2.48,1012.99,0,239.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0.0,0.0,0.0,0.0
8225,2019-02-18 06:00:00,0.0,12.47,12,1,9.66,95,4.04,6.73,1010.52,0,249.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0.0,0.0,0.0,0.0
8226,2019-02-18 07:00:00,0.0,12.46,12,1,10.03,104,4.11,6.85,1011.08,0,249.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0.1,0.43,1.32,2.87
8227,2019-02-18 08:00:00,0.0,12.86,13,1,10.41,112,4.14,6.74,1011.81,0,249.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3.95,5.19,6.48,7.51
8228,2019-02-18 09:00:00,0.0,14.17,14,1,10.7,117,4.34,6.53,1012.19,2,249.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,8.69,9.74,10.69,11.52
8229,2019-02-18 10:00:00,0.0,16.44,16,1,10.81,118,4.73,6.2,1012.25,4,249.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,12.39,13.1,13.7,14.18
8230,2019-02-18 11:00:00,0.0,19.1,19,1,10.58,119,5.29,6.51,1011.82,6,249.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,14.65,14.95,15.13,15.29
8231,2019-02-18 12:00:00,0.06,21.3,21,0,9.98,124,5.62,6.96,1010.84,7,249.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15.33,15.18,15.13,14.91
8232,2019-02-18 13:00:00,0.19,22.85,23,0,9.04,133,5.46,6.8,1009.66,7,250.4,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,3,14.74,14.09,13.78,13.49
8233,2019-02-18 14:00:00,0.32,24.02,24,0,8.05,142,5.08,6.47,1008.49,6,251.0,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,3,12.84,11.89,11.38,9.69
8234,2019-02-18 15:00:00,0.38,24.69,25,0,7.68,144,4.44,5.75,1007.54,4,251.8,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,5.51,2.48,1.99,2.66
8235,2019-02-18 16:00:00,0.38,24.87,25,0,8.05,140,3.55,4.64,1006.74,2,252.8,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,2.8,4.65,2.32,0.71
8236,2019-02-18 17:00:00,0.38,24.86,25,0,8.44,155,2.53,3.7,1005.84,1,254.2,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,0.49,0.23,0.13,0.0
8237,2019-02-18 18:00:00,0.44,24.17,24,0,8.59,208,1.96,3.33,1005.37,0,255.7,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,0.0,0.0,0.0,0.0
8249,2019-02-19 06:00:00,0.0,11.13,11,1,9.93,357,2.57,4.49,1010.69,0,258.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0.0,0.0,0.0,0.0
8250,2019-02-19 07:00:00,0.01,11.03,11,1,10.25,1,2.7,4.46,1011.85,0,257.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0.15,0.54,1.02,2.0
8251,2019-02-19 08:00:00,0.03,11.76,12,1,10.55,5,2.89,4.43,1013.11,0,257.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1.86,2.73,6.08,7.25
8252,2019-02-19 09:00:00,0.06,13.27,13,1,11.14,13,2.95,4.21,1014.21,2,256.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,8.49,9.21,10.4,11.24
8253,2019-02-19 10:00:00,0.08,15.41,15,1,12.17,23,2.89,3.82,1015.09,4,256.0,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,12.12,12.49,13.46,14.06
8254,2019-02-19 11:00:00,0.15,17.97,18,1,12.99,34,2.7,3.07,1015.59,5,256.4,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,14.42,14.3,14.53,14.45
8255,2019-02-19 12:00:00,0.32,20.12,20,1,13.09,44,2.47,2.47,1015.55,6,256.9,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,3,12.56,14.28,14.42,12.14
8256,2019-02-19 13:00:00,0.61,21.6,22,1,12.56,53,2.3,2.3,1015.12,6,256.8,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,3,13.31,13.41,10.24,7.65
8257,2019-02-19 14:00:00,0.88,22.68,23,1,11.98,59,2.15,2.15,1014.59,4,256.5,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,10.44,12.37,8.85,7.83
8258,2019-02-19 15:00:00,1.0,23.27,23,0,11.63,60,2.02,2.02,1014.3,3,256.2,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,5.25,6.69,7.08,4.36
8259,2019-02-19 16:00:00,1.0,23.43,23,0,11.27,55,1.91,1.91,1014.11,2,255.9,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,3.26,2.1,1.65,1.5
8260,2019-02-19 17:00:00,1.0,23.1,23,0,11.0,35,2.12,2.15,1014.08,1,255.9,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,1.02,0.82,0.37,0.0
8261,2019-02-19 18:00:00,1.0,22.31,22,0,11.0,25,2.56,2.95,1014.43,0,255.9,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,0.0,0.0,0.0,0.0
8273,2019-02-20 06:00:00,1.0,15.74,16,1,12.97,88,3.11,5.41,1016.46,0,246.1,0.08,0.03,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0.0,0.0,0.0,0.0
8274,2019-02-20 07:00:00,1.0,15.55,16,1,12.97,97,3.98,6.56,1017.11,0,246.5,0.11,0.04,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0.0,0.0,0.04,0.09
8275,2019-02-20 08:00:00,1.0,15.66,16,1,13.19,106,4.93,7.73,1017.77,0,247.1,0.13,0.04,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0.36,0.76,1.37,1.63
8276,2019-02-20 09:00:00,1.0,16.25,16,1,13.69,113,5.58,8.31,1018.28,1,247.6,0.15,0.05,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,3.68,2.45,2.68,1.86
8277,2019-02-20 10:00:00,1.0,17.31,17,1,14.58,116,5.97,8.31,1018.67,3,248.1,0.15,0.05,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,1.82,1.3,1.74,2.4
8278,2019-02-20 11:00:00,1.0,18.71,19,1,15.62,119,6.15,8.02,1019.03,4,248.3,0.14,0.05,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,2.7,2.74,3.3,3.37
8279,2019-02-20 12:00:00,1.0,20.09,20,1,16.32,123,6.06,7.68,1018.98,5,248.3,0.12,0.05,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,2.28,2.3,2.21,2.06
8280,2019-02-20 13:00:00,1.0,21.18,21,1,16.52,129,5.76,7.35,1018.3,5,248.3,0.1,0.05,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,0.98,1.71,1.85,2.43
8281,2019-02-20 14:00:00,1.0,21.58,21,1,16.5,132,5.36,7.12,1017.5,4,248.3,0.08,0.04,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,0.78,1.06,1.66,1.6
8282,2019-02-20 15:00:00,1.0,21.46,21,1,16.37,129,4.99,7.16,1016.94,3,248.5,0.06,0.04,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,1.77,2.16,1.4,2.19
8283,2019-02-20 16:00:00,1.0,21.27,21,1,16.06,120,4.62,7.48,1016.66,2,248.9,0.04,0.03,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,1.62,0.97,0.76,0.36
8284,2019-02-20 17:00:00,1.0,20.82,21,1,15.89,119,4.27,7.23,1016.67,1,248.9,0.02,0.03,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,0.37,0.22,0.06,0.0
8285,2019-02-20 18:00:00,1.0,20.35,20,1,15.73,124,4.13,7.0,1016.86,0,248.8,0.01,0.02,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,0.0,0.0,0.0,0.0
8297,2019-02-21 06:00:00,1.0,15.45,15,1,13.15,109,3.43,4.39,1016.42,0,248.0,0.03,0.03,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0.0,0.0,0.0,0.0
8298,2019-02-21 07:00:00,0.99,15.7,16,1,13.55,115,4.37,5.48,1016.62,0,247.9,0.06,0.03,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0.18,0.66,1.19,2.06
8299,2019-02-21 08:00:00,0.98,16.5,17,1,13.99,122,5.29,6.81,1016.82,0,247.7,0.1,0.03,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,2.81,2.75,4.28,3.71
8300,2019-02-21 09:00:00,0.97,18.02,18,1,14.47,131,5.38,7.02,1017.0,1,247.5,0.1,0.03,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,4.51,7.35,8.62,9.79
8301,2019-02-21 10:00:00,0.98,20.24,20,1,15.16,140,4.6,6.09,1017.21,3,247.4,0.06,0.02,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,10.49,11.64,13.0,11.82
8302,2019-02-21 11:00:00,0.98,22.69,23,1,15.91,147,3.57,4.78,1017.23,4,246.9,0.03,0.01,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,13.53,14.16,14.08,14.6
8303,2019-02-21 12:00:00,0.99,24.52,24,1,16.37,145,2.88,4.04,1016.88,5,246.5,0.02,0.02,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,14.66,14.21,2.94,15.04
8304,2019-02-21 13:00:00,0.99,25.58,25,1,16.53,118,2.65,4.13,1016.22,5,246.6,0.04,0.02,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,14.32,14.59,14.6,14.32
8305,2019-02-21 14:00:00,1.0,26.38,26,1,16.5,316,2.62,4.46,1015.54,4,246.9,0.07,0.03,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,14.13,12.5,12.63,11.3
8306,2019-02-21 15:00:00,1.0,27.35,27,1,16.38,265,2.79,4.75,1015.06,3,247.5,0.06,0.03,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,9.38,8.56,7.82,5.97
8307,2019-02-21 16:00:00,1.0,27.35,27,1,16.02,306,3.15,5.02,1014.84,2,248.2,0.03,0.02,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,4.45,2.97,3.35,2.18
8308,2019-02-21 17:00:00,0.99,26.44,26,1,15.41,315,3.55,5.03,1014.75,1,248.6,0.01,0.01,16.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,1.03,0.88,0.25,0.0
8309,2019-02-21 18:00:00,0.95,25.42,25,1,14.94,291,3.96,5.54,1014.8,0,249.0,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,0.0,0.0,0.0,0.0
8321,2019-02-22 06:00:00,0.0,13.09,13,1,10.97,341,3.57,8.1,1017.15,0,256.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0.0,0.0,0.0,0.0
8322,2019-02-22 07:00:00,0.0,12.79,13,1,11.06,346,3.35,7.46,1017.96,0,256.9,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0.03,0.18,0.37,1.12
8323,2019-02-22 08:00:00,0.0,13.15,13,1,11.38,349,3.17,6.62,1018.94,0,257.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2.16,2.66,1.7,2.23
8324,2019-02-22 09:00:00,0.0,14.51,15,1,11.77,349,3.19,5.98,1019.53,2,258.5,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2.26,2.15,2.68,3.78
8325,2019-02-22 10:00:00,0.0,16.89,17,1,12.03,348,3.39,5.54,1019.75,4,259.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4.59,6.23,7.15,11.16
8326,2019-02-22 11:00:00,0.0,19.4,19,1,11.36,348,3.8,5.45,1019.91,6,257.7,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,13.56,14.63,17.16,16.62
8327,2019-02-22 12:00:00,0.0,21.27,21,0,10.13,348,4.2,5.46,1019.78,8,255.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16.76,16.96,17.64,17.3
8328,2019-02-22 13:00:00,0.0,22.45,22,0,8.81,344,4.43,5.25,1019.13,8,255.1,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16.87,16.93,16.62,16.18
8329,2019-02-22 14:00:00,0.0,23.16,23,0,7.2,339,4.63,5.12,1018.38,7,254.6,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16.06,15.45,14.68,13.86
8330,2019-02-22 15:00:00,0.0,23.33,23,0,5.66,335,4.76,5.21,1017.82,5,254.3,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13.63,12.47,11.28,10.25
8331,2019-02-22 16:00:00,0.0,23.03,23,0,4.33,334,4.82,5.51,1017.44,2,254.2,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8.83,7.38,6.01,4.73
8332,2019-02-22 17:00:00,0.0,21.94,22,0,4.11,331,4.83,6.31,1017.29,1,254.4,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3.05,1.95,1.0,0.0
8333,2019-02-22 18:00:00,0.0,20.43,20,0,4.43,329,4.68,6.63,1017.45,0,254.8,0.0,0.0,16.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0.0,0.0,0.0,0.0
8345,2019-02-23 06:00:00,0.15,11.38,11,1,7.33,307,3.12,4.49,1017.31,0,260.0,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0.0,0.0,0.0,0.14
8346,2019-02-23 07:00:00,0.46,11.71,12,1,7.35,303,3.36,5.02,1017.56,0,260.8,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0.72,1.9,3.38,4.97
8347,2019-02-23 08:00:00,0.77,12.54,13,1,7.23,300,3.67,5.58,1017.94,0,261.4,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,6.37,7.47,8.92,9.6
8348,2019-02-23 09:00:00,0.94,14.15,14,1,7.11,301,4.07,6.04,1018.36,1,262.2,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,10.92,11.91,12.99,13.72
8349,2019-02-23 10:00:00,0.96,16.51,17,1,7.27,305,4.53,6.42,1018.58,3,263.2,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,14.65,15.28,16.05,16.62
8350,2019-02-23 11:00:00,0.9,19.16,19,0,7.46,310,5.0,6.57,1018.55,4,263.1,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,16.94,17.24,17.46,17.7
8351,2019-02-23 12:00:00,0.72,21.24,21,0,7.26,314,5.34,6.51,1018.08,5,262.9,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,3,17.72,17.78,17.8,17.6
8352,2019-02-23 13:00:00,0.42,22.49,22,0,6.52,318,5.56,6.37,1017.17,6,264.1,0.0,0.0,16.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,3,17.37,16.82,16.18,15.39
